"source","type","gene_id","gene_version","gene_name","gene_source","gene_biotype","gene_search","is_top_hvg","sigma.sq","tau.sq","phi","loglik","runtime","mean","var","spcov","prop_sv","loglik_lm","LR_stat","rank","pval","padj"
"ensembl_havana","gene","ENSG00000116251",9,"RPL22","ensembl_havana","protein_coding","RPL22; ENSG00000116251",FALSE,0.006671887813949,0.792493335299251,0.661807599766086,-62122.6436965276,23.236,1.29424969086237,0.799182938320218,0.0631111796113447,0.00834857126034367,-62137.8811442584,30.474895461608,1006,2.41246228327441e-07,6.19902087700233e-07
"ensembl_havana","gene","ENSG00000097021",19,"ACOT7","ensembl_havana","protein_coding","ACOT7; ENSG00000097021",FALSE,0.00977570817964565,0.57803351234674,0.00165484158731253,-54778.0522975884,19.622,0.74245519942381,0.587805820820963,0.133169221653644,0.016630749975122,-54834.6694844605,113.234373744184,454,0,0
"ensembl_havana","gene","ENSG00000171735",18,"CAMTA1","ensembl_havana","protein_coding","CAMTA1; ENSG00000171735",FALSE,0.00273624769062085,0.429134001228721,5.8717871665253e-05,-47497.2944033474,27.586,0.466708517432264,0.431880478865061,0.11208099485434,0.00633580964993002,-47506.3868580917,18.1849094886857,1320,0.000112511542189497,0.000220335103454432
"ensembl_havana","gene","ENSG00000116288",12,"PARK7","ensembl_havana","protein_coding","PARK7; ENSG00000116288",FALSE,0.0044669471265316,0.694249810748649,5.5601767942716,-58936.2150629649,22.431,0.977158790493968,0.698731352148563,0.0683975054479041,0.0063930728384356,-58944.4732570032,16.5163880766195,1383,0.000259126541512944,0.000484339920326074
"ensembl_havana","gene","ENSG00000074800",14,"ENO1","ensembl_havana","protein_coding","ENO1; ENSG00000074800",FALSE,0.00383445060164956,0.7731218294911,0.000186187628738017,-61462.272295173,24.228,1.32515374858605,0.776987130430609,0.0467288727070569,0.00493522055216777,-61468.2604830256,11.9763757050678,1609,0.00250820517201522,0.0040296521874825
"ensembl_havana","gene","ENSG00000171603",16,"CLSTN1","ensembl_havana","protein_coding","CLSTN1; ENSG00000171603",FALSE,0.0213505799222522,0.796709071553677,0.000164339843951395,-62561.9094409049,19.024,1.45513225868882,0.81817931302388,0.100415873216436,0.026099050214409,-62696.3714648735,268.924047937151,255,0,0
"ensembl_havana","gene","ENSG00000054523",17,"KIF1B","ensembl_havana","protein_coding","KIF1B; ENSG00000054523",FALSE,0.00413280682809238,0.464135018267571,0.000211566119457283,-49412.8421414018,21.153,0.53191357096636,0.468280430617778,0.120859691777226,0.00882573306685779,-49430.1420055021,34.5997282005847,940,3.06735812305448e-08,8.43523483839981e-08
"ensembl_havana","gene","ENSG00000116661",10,"FBXO2","ensembl_havana","protein_coding","FBXO2; ENSG00000116661",TRUE,0.00685268867393122,0.564604968655056,0.0906356595208126,-54133.7767522483,21.558,0.627652251186638,0.571473938832046,0.131889860841599,0.0119915948032981,-54164.771042391,61.9885802853096,662,3.46389583683049e-14,1.35259376710073e-13
"ensembl_havana","gene","ENSG00000132879",13,"FBXO44","ensembl_havana","protein_coding","FBXO44; ENSG00000132879",FALSE,0.00305402821453915,0.381676821667706,0.000117107663609646,-44744.5120258346,31.843,0.416036133370754,0.384738181896139,0.132832843977643,0.00793809026615333,-44758.4494606769,27.8748696844705,1069,8.8521539065578e-07,2.14058165093096e-06
"ensembl_havana","gene","ENSG00000142634",12,"EFHD2","ensembl_havana","protein_coding","EFHD2; ENSG00000142634",FALSE,0.00803852511570348,0.275898299114051,2.91729216053423e-09,-37383.8110712329,24.95,0.281728925437474,0.284019622727007,0.318241452313437,0.028310963671267,-37542.5714936736,317.520844881466,233,0,0
"ensembl_havana","gene","ENSG00000159363",17,"ATP13A2","ensembl_havana","protein_coding","ATP13A2; ENSG00000159363",FALSE,0.00317871782688953,0.399001637621336,6.57506357835217e-06,-45799.1635234927,21.047,0.440895756655028,0.402187626619762,0.127876302331759,0.00790371231172364,-45812.960842822,27.5946386586438,1076,1.01835769694691e-06,2.44651918829719e-06
"ensembl_havana","gene","ENSG00000117118",9,"SDHB","ensembl_havana","protein_coding","SDHB; ENSG00000117118",FALSE,0.00151408834477909,0.294108705472121,0.00176715247850963,-38489.0440611105,27.183,0.300107087161037,0.295626874825614,0.129658011441613,0.00512169012825469,-38494.8336253189,11.5791284168663,1637,0.00305931510968682,0.00483098934547369
"ensembl_havana","gene","ENSG00000117115",12,"PADI2","ensembl_havana","protein_coding","PADI2; ENSG00000117115",TRUE,0.00790488902847928,0.194548211696794,9.08034911043012e-06,-29225.043091074,19.1329999999999,0.167759927784945,0.202335667494829,0.52998021653447,0.039045532027717,-29480.4445573498,510.802932551618,175,0,0
"ensembl_havana","gene","ENSG00000117154",11,"IGSF21","ensembl_havana","protein_coding","IGSF21; ENSG00000117154",FALSE,0.00108616070568766,0.275081052120479,0.0171419777977089,-36872.9742160618,23.6800000000001,0.281786112183517,0.276176164496867,0.116957333548143,0.00393298210374938,-36876.795111184,7.64179024424811,1877,0.021908181616684,0.0301718963660778
"ensembl_havana","gene","ENSG00000173436",13,"MINOS1","ensembl_havana","protein_coding","MINOS1; ENSG00000173436",FALSE,0.00620823496364603,0.653491933249035,1.90791311875486e-05,-57559.0061955926,19.8629999999999,0.87538179271761,0.659711314095044,0.0900091298616478,0.00941069180028548,-57578.3241157016,38.635840218034,885,4.07693601101045e-09,1.19083385180362e-08
"ensembl_havana","gene","ENSG00000158747",14,"NBL1","ensembl_havana","protein_coding","NBL1; ENSG00000158747",FALSE,0.00430765128379404,0.48997450893404,1.12787715075479,-50698.9963901505,22.3860000000001,0.56994393244507,0.494290293980842,0.115156414639248,0.00871496410450182,-50715.2611961743,32.5296120475541,974,8.63544047380316e-08,2.29184944812948e-07
"ensembl_havana","gene","ENSG00000162545",5,"CAMK2N1","ensembl_havana","protein_coding","CAMK2N1; ENSG00000162545",TRUE,0.0675232431096413,0.742879114966436,3.32002563843674,-61553.4940440062,18.2380000000001,2.18602201563382,0.810768965606215,0.118869959594293,0.083320639971907,-62480.0664819265,1853.14487584065,75,0,0
"ensembl_havana","gene","ENSG00000158828",7,"PINK1","ensembl_havana","protein_coding","PINK1; ENSG00000158828",FALSE,0.010753544585207,0.642021391771613,0.0020115688695849,-57271.2893764907,19.7379999999999,0.864483726787143,0.652836283033349,0.119955177468696,0.0164735868157304,-57329.2687921218,115.958831262164,450,0,0
"ensembl_havana","gene","ENSG00000075151",20,"EIF4G3","ensembl_havana","protein_coding","EIF4G3; ENSG00000075151",FALSE,0.00218491407800449,0.310243113897344,0.0640902587335848,-39798.5405674829,23.359,0.320837133070176,0.312439142033647,0.145690943076466,0.00699333568810571,-39809.8116890043,22.5422430429317,1190,1.2735444816725e-05,2.76648107993563e-05
"ensembl_havana","gene","ENSG00000076864",19,"RAP1GAP","ensembl_havana","protein_coding","RAP1GAP; ENSG00000076864",FALSE,0.00347885398750373,0.352843622251009,0.0167191347910796,-42914.013300575,21.0079999999999,0.383587460034356,0.356334737183535,0.153763657040051,0.00976321792615485,-42935.1621114541,42.2976217583491,842,6.53413545492754e-10,2.00602614619806e-09
"ensembl_havana","gene","ENSG00000070831",15,"CDC42","ensembl_havana","protein_coding","CDC42; ENSG00000070831",FALSE,0.00512505390015737,0.505403053163715,2.9515027860378,-51463.4393291915,21.61,0.591280348183847,0.510541869492195,0.121075361273737,0.0100387301487324,-51484.3421709837,41.8056835844764,849,8.35624458517259e-10,2.54427470585055e-09
"ensembl_havana","gene","ENSG00000142676",13,"RPL11","ensembl_havana","protein_coding","RPL11; ENSG00000142676",TRUE,0.022457160469493,0.821952839098229,0.00224880617852741,-63311.0527178713,23.3209999999999,1.57244769941727,0.844363331019214,0.0953018237645788,0.0265950906325002,-63445.2849709955,268.464506248463,256,0,0
"ensembl_havana","gene","ENSG00000057757",9,"PITHD1","ensembl_havana","protein_coding","PITHD1; ENSG00000057757",FALSE,0.00245838338222443,0.403079305225922,0.00628797612261162,-46002.3845990736,20.981,0.443689937780499,0.405550233784403,0.111749406714349,0.00606203430971333,-46010.9039837236,17.0387692999211,1363,0.000199562188189617,0.000378480012083756
"ensembl_havana","gene","ENSG00000183726",10,"TMEM50A","ensembl_havana","protein_coding","TMEM50A; ENSG00000183726",FALSE,0.00106598937912136,0.24398919401219,0.0203078134074486,-34030.655086317,22.6309999999999,0.236975862645801,0.245065602440929,0.137775604741041,0.00434999727150908,-34035.4930610689,9.67594950375496,1741,0.00792308402482356,0.0117578709659238
"ensembl_havana","gene","ENSG00000117632",22,"STMN1","ensembl_havana","protein_coding","STMN1; ENSG00000117632",TRUE,0.032226351956254,0.778269106272375,0.000185608423386532,-62194.1477783553,20.0820000000001,2.17702501155256,0.811123060560749,0.0824597766839358,0.039761298634154,-62490.4472636887,592.598970666804,159,0,0
"ensembl_havana","gene","ENSG00000142669",14,"SH3BGRL3","ensembl_havana","protein_coding","SH3BGRL3; ENSG00000142669",FALSE,0.00343954850390687,0.605141642562503,0.311323448940826,-55653.7476166399,22.8879999999999,0.728211171318383,0.608602144560972,0.0805366168576258,0.00565174960119912,-55661.2464022266,14.9975711734442,1440,0.000553756451160181,0.000994069740450742
"ensembl_havana","gene","ENSG00000198830",10,"HMGN2","ensembl_havana","protein_coding","HMGN2; ENSG00000198830",TRUE,0.00591901614767365,0.448636130368975,17.6819002570116,-48696.6516004778,23.962,0.449251420886147,0.454538596213607,0.171251862316671,0.0130215578748416,-48722.0453735912,50.7875462269294,750,9.36750677027476e-12,3.22866733348803e-11
"ensembl_havana","gene","ENSG00000090273",13,"NUDC","ensembl_havana","protein_coding","NUDC; ENSG00000090273",FALSE,0.00200848770775289,0.427931687937828,0.48397311999401,-47394.9078893712,19.5279999999998,0.468869569019752,0.429951182436321,0.0955834148795207,0.00467155158211727,-47399.9457235209,10.075668299236,1721,0.00648778468340405,0.0097448712414872
"ensembl_havana","gene","ENSG00000126709",14,"IFI6","ensembl_havana","protein_coding","IFI6; ENSG00000126709",TRUE,0.00513637478953108,0.427725417266151,29.7122674155927,-47542.0478873383,22.0360000000001,0.433533938068141,0.432861659821984,0.165312331900244,0.0118660849347275,-47560.3372903499,36.5788060231716,910,1.14028443354286e-08,3.23915962715197e-08
"ensembl_havana","gene","ENSG00000126698",10,"DNAJC8","ensembl_havana","protein_coding","DNAJC8; ENSG00000126698",FALSE,0.00135246732237879,0.325357699014049,7.4201277044931,-40868.7365609438,20.9409999999998,0.332676531715745,0.326717042682533,0.110545539926097,0.00413965484314343,-40872.1476173836,6.82211287970131,1944,0.0330063127666714,0.043889567130579
"ensembl_havana","gene","ENSG00000130770",17,"ATP5IF1","ensembl_havana","protein_coding","ATP5IF1; ENSG00000130770",FALSE,0.0147185924691446,0.718043056138591,6.58850377851831e-05,-59994.1606779919,18.01,1.08303633678464,0.732839084874588,0.112018592757075,0.0200864667209457,-60077.5376183397,166.753880695702,347,0,0
"ensembl_havana","gene","ENSG00000162512",15,"SDC3","ensembl_havana","protein_coding","SDC3; ENSG00000162512",TRUE,0.00187547394071353,0.359876220453994,2.28362302690928e-05,-43288.2467866214,17.905,0.338828575735443,0.36175802199721,0.127813134843814,0.00518442337596131,-43294.2678758452,12.0421784475038,1605,0.00242702458195942,0.00390894613356082
"ensembl_havana","gene","ENSG00000134644",15,"PUM1","ensembl_havana","protein_coding","PUM1; ENSG00000134644",FALSE,0.00185225832438307,0.256237441420158,0.0181471774397772,-35255.5413203932,21.298,0.25997066937699,0.25809326176342,0.165548947961075,0.0071768006480555,-35266.8688065453,22.6549723041535,1189,1.20374714562832e-05,2.61706170853592e-05
"ensembl_havana","gene","ENSG00000121769",7,"FABP3","ensembl_havana","protein_coding","FABP3; ENSG00000121769",TRUE,0.00877710468518866,0.529718147653024,0.000269361511322861,-52697.0022362347,18.0219999999999,0.587883186453851,0.53851349965848,0.159361936928343,0.016299316748063,-52752.4452961373,110.886119805102,462,0,0
"ensembl_havana","gene","ENSG00000121753",12,"ADGRB2","ensembl_havana","protein_coding","ADGRB2; ENSG00000121753",FALSE,0.00389468216029343,0.513724513520724,0.00941380252781129,-51799.5378261417,19.6599999999999,0.602508198102843,0.517634137211251,0.10357931869472,0.0075242228124274,-51812.3292976486,25.5829430137965,1117,2.78441849055344e-06,6.43879034156866e-06
"ensembl_havana","gene","ENSG00000184007",19,"PTP4A2","ensembl_havana","protein_coding","PTP4A2; ENSG00000184007",TRUE,0.0159407979813675,0.418558398671188,2.65772187363995,-47419.6389936205,19.2079999999999,0.434853083174062,0.434294417150602,0.290343745719551,0.0366877501826878,-47638.8984735614,438.518959881869,196,0,0
"ensembl_havana","gene","ENSG00000175130",6,"MARCKSL1","ensembl_havana","protein_coding","MARCKSL1; ENSG00000175130",TRUE,0.0494235049017509,0.7382849130153,0.352718940805129,-61192.2734125124,17.9390000000001,0.778424025277408,0.785445200495909,0.28559495978778,0.0627434007020545,-61725.6593066753,1066.77178832579,114,0,0
"ensembl_havana","gene","ENSG00000162521",18,"RBBP4","ensembl_havana","protein_coding","RBBP4; ENSG00000162521",TRUE,0.00292031992425847,0.284395776707155,164.650210121118,-37813.6843548108,23.7630000000001,0.275113208522049,0.287321475007689,0.19642817146319,0.0101641361500356,-37817.3604432216,7.35217682158691,1894,0.0253218299656356,0.0345601533585892
"ensembl_havana","gene","ENSG00000134684",10,"YARS","ensembl_havana","protein_coding","YARS; ENSG00000134684",FALSE,0.00194284407971344,0.296113387244345,0.000249134695557058,-38680.3591285872,20.7050000000002,0.313501142839929,0.298062986518213,0.140598227551541,0.00651838101516189,-38689.9403576501,19.1624581257056,1291,6.90120754019974e-05,0.000138184519685642
"ensembl_havana","gene","ENSG00000121905",9,"HPCA","ensembl_havana","protein_coding","HPCA; ENSG00000121905",FALSE,0.012301674406681,0.537327216534575,1.66711684848202e-05,-53139.3425659867,19.594,0.642391180991535,0.549675989469371,0.172656345381816,0.0223817827072627,-53240.2028861098,201.720640246291,310,0,0
"ensembl_havana","gene","ENSG00000020129",15,"NCDN","ensembl_havana","protein_coding","NCDN; ENSG00000020129",TRUE,0.0272542379481506,0.754680617472623,0.389571322534229,-61400.349929671,23.28,1.20893197719031,0.781983908523274,0.136557373932366,0.0348548702736683,-61620.6607601456,440.621660949138,195,0,0
"ensembl_havana","gene","ENSG00000142686",7,"C1orf216","ensembl_havana","protein_coding","C1orf216; ENSG00000142686",FALSE,0.0012774397927685,0.21179316876986,30.2177261886691,-30705.0149695183,16.5939999999998,0.217245070898396,0.213071829026053,0.164520601544829,0.00599538247619459,-30709.5911635424,9.15238804813998,1768,0.0102940005525982,0.0150509001292231
"ensembl_havana","gene","ENSG00000116871",15,"MAP7D1","ensembl_havana","protein_coding","MAP7D1; ENSG00000116871",FALSE,0.00374136160726852,0.452996222443972,1.04390555486131e-05,-48822.4228975416,20.931,0.50635119099134,0.456744667643877,0.120798907577755,0.00819149055806361,-48837.151722436,29.4576497888047,1032,4.01192331689337e-07,1.00492459052029e-06
"ensembl_havana","gene","ENSG00000163875",15,"MEAF6","ensembl_havana","protein_coding","MEAF6; ENSG00000163875",FALSE,0.00167907988655946,0.274314831243627,32.7681784572234,-36856.6952980218,18.2950000000001,0.274139620779132,0.275993552286692,0.149473385771256,0.00608375699189767,-36861.0701530347,8.74971002578968,1802,0.0125899674930527,0.0180605249553504
"ensembl_havana","gene","ENSG00000197982",13,"C1orf122","ensembl_havana","protein_coding","C1orf122; ENSG00000197982",TRUE,0.00553263637330025,0.533912983944319,0.0027004589375089,-52771.1589925484,23.596,0.611957759194456,0.539445712890957,0.121547104661126,0.0102561521771976,-52793.564556794,44.8111284911283,814,1.85946147368554e-10,5.90504657183922e-10
"ensembl_havana","gene","ENSG00000168653",10,"NDUFS5","ensembl_havana","protein_coding","NDUFS5; ENSG00000168653",FALSE,0.0112816860304188,0.783205263034051,0.000160962036281747,-61955.7347250903,23.0500000000002,1.37581144410963,0.794523848654111,0.0772019174461579,0.0141999639436536,-61998.8775155093,86.2855808380264,542,0,0
"ensembl_havana","gene","ENSG00000127603",25,"MACF1","ensembl_havana","protein_coding","MACF1; ENSG00000127603",FALSE,0.00111955259653078,0.26324629941606,1.50238315508642,-35834.2695152486,25.482,0.260571077945409,0.264374649689247,0.128409170694162,0.00423486084911397,-35838.5437701903,8.54850988338876,1819,0.0139224178687147,0.0197852942224451
"ensembl_havana","gene","ENSG00000116983",12,"HPCAL4","ensembl_havana","protein_coding","HPCAL4; ENSG00000116983",FALSE,0.00206399928570894,0.408843682727677,9.06069983857978,-46318.5637314513,23.701,0.428652924237737,0.410921511337111,0.105986116823916,0.0050230243338252,-46323.7098965495,10.2923301962292,1713,0.0058216875739211,0.00878520862731234
"ensembl_havana","gene","ENSG00000131238",17,"PPT1","ensembl_havana","protein_coding","PPT1; ENSG00000131238",FALSE,0.00149273003353774,0.299233678220354,0.0290673560216295,-38896.332028358,20.29,0.304632175362648,0.30073735653351,0.126827918147267,0.00496374775399666,-38902.3012764114,11.938496106799,1617,0.00255616279444026,0.00408638269859498
"ensembl_havana","gene","ENSG00000084070",11,"SMAP2","ensembl_havana","protein_coding","SMAP2; ENSG00000084070",FALSE,0.00286874610299893,0.351633633747918,8.31865016257028e-05,-42798.5807717849,19.521,0.376742831879017,0.354510974896625,0.142167739642548,0.00809231832013472,-42813.1715894122,29.1816352546157,1038,4.60562334714254e-07,1.14696882007355e-06
"ensembl_havana","gene","ENSG00000117016",9,"RIMS3","ensembl_havana","protein_coding","RIMS3; ENSG00000117016",FALSE,0.00539731905932155,0.360451779473748,1.31792742618041,-43517.5480188692,22.2830000000001,0.38824080893412,0.365855911115352,0.189229073393198,0.0147528559752176,-43562.0589159653,89.0217941921292,529,0,0
"ensembl_havana","gene","ENSG00000065978",18,"YBX1","ensembl_havana","protein_coding","YBX1; ENSG00000065978",TRUE,0.00205789513657216,0.26300728659824,0.000125004142977974,-35887.662956819,22.298,0.237858375061896,0.265069032701748,0.190718653873152,0.00776373238877902,-35900.9045906209,26.4832676038059,1100,1.77513549648456e-06,4.17156841673871e-06
"ensembl_havana","gene","ENSG00000117395",12,"EBNA1BP2","ensembl_havana","protein_coding","EBNA1BP2; ENSG00000117395",FALSE,0.00120614375599883,0.250612910493902,0.100203207181697,-34677.0679689159,25.9079999999999,0.252330674783608,0.251828718347895,0.137635190202767,0.00478972395314406,-34682.6980729443,11.2602080568176,1654,0.00358820203296761,0.00560792155696571
"ensembl_havana","gene","ENSG00000066322",14,"ELOVL1","ensembl_havana","protein_coding","ELOVL1; ENSG00000066322",TRUE,0.0147409686185136,0.177711414120075,0.046165290946292,-27450.7390755591,27.308,0.154146431404133,0.191926048857203,0.787643214354677,0.0765954071794296,-28224.7517335397,1548.02531596126,86,0,0
"ensembl_havana","gene","ENSG00000142949",16,"PTPRF","ensembl_havana","protein_coding","PTPRF; ENSG00000142949",FALSE,0.00129933287526056,0.335431084219242,0.825740755233365,-41586.9784327298,23.424,0.342397683743142,0.336744284204631,0.105276004842642,0.0038586739103403,-41590.8203825328,7.68389960598142,1874,0.0214517338868179,0.0295905720904078
"ensembl_havana","gene","ENSG00000117410",13,"ATP6V0B","ensembl_havana","protein_coding","ATP6V0B; ENSG00000117410",FALSE,0.00794897167289751,0.728659901187211,0.746570567761184,-60175.1472135437,23.8570000000002,1.12634815683909,0.736625251861433,0.0791558144795194,0.0107913058962122,-60200.048292306,49.8021575245075,764,1.53319579254685e-11,5.18758000488692e-11
"ensembl_havana","gene","ENSG00000117419",14,"ERI3","ensembl_havana","protein_coding","ERI3; ENSG00000117419",FALSE,0.00237645021925672,0.441973410037364,6.26480415265113,-48177.8183121748,24.547,0.489549044401475,0.444364955519375,0.0995790900759116,0.0053481511570281,-48183.8820491137,12.1274738778739,1602,0.00232569365329227,0.00375275786127373
"ensembl_havana","gene","ENSG00000142937",11,"RPS8","ensembl_havana","protein_coding","RPS8; ENSG00000142937",TRUE,0.0219404303325515,0.767743899098974,2.59348322131023,-61713.5350127266,23.9990000000003,2.08852596285121,0.789506738900026,0.0709222805705022,0.0277837985570081,-61848.2779411248,269.485856796324,254,0,0
"ensembl_havana","gene","ENSG00000126088",13,"UROD","ensembl_havana","protein_coding","UROD; ENSG00000126088",FALSE,0.00130915830961731,0.245049020147148,0.0101526981911192,-34154.6514130132,23.2539999999999,0.245164971815956,0.246361759120996,0.147583451646488,0.00531404444462987,-34160.9028480432,12.5028700600087,1580,0.00192768586337255,0.00315384047899876
"ensembl_havana","gene","ENSG00000117450",13,"PRDX1","ensembl_havana","protein_coding","PRDX1; ENSG00000117450",TRUE,0.00376369587797771,0.710448042284897,2.30078624675735,-59459.9165747452,22.4230000000002,0.921836687435122,0.714230947644349,0.0665507989248002,0.00526971999600406,-59466.0755172618,12.3178850332624,1592,0.00211448812589055,0.00343338681245418
"ensembl_havana","gene","ENSG00000173660",11,"UQCRH","ensembl_havana","protein_coding","UQCRH; ENSG00000173660",FALSE,0.0193384429340512,0.767506316053387,7.05840509540354e-05,-61650.6116097587,20.9519999999998,1.28974891699526,0.786853943686978,0.10782155222592,0.0245772024445294,-61768.2612119214,235.299204325434,280,0,0
"ensembl_havana","gene","ENSG00000162368",13,"CMPK1","ensembl_havana","protein_coding","CMPK1; ENSG00000162368",FALSE,0.00113846059160102,0.251608143998544,18.8980428170166,-34766.3637731341,22.9789999999998,0.249240632928635,0.252751988479447,0.135375525506196,0.00450435563099709,-34769.7004030525,6.67325983682531,1957,0.0355565846233158,0.0469666690093364
"ensembl_havana","gene","ENSG00000162374",16,"ELAVL4","ensembl_havana","protein_coding","ELAVL4; ENSG00000162374",FALSE,0.00388256588885526,0.323901178333931,2.32753016039556,-40921.3087241576,22.4679999999998,0.347729934690258,0.327802633908338,0.179191472521802,0.0118449006617496,-40951.0111577573,59.4048671994387,680,1.26010313294955e-13,4.79024499805087e-13
"ensembl_havana","gene","ENSG00000123091",4,"RNF11","ensembl_havana","protein_coding","RNF11; ENSG00000123091",FALSE,0.00724165883455567,0.638916810626672,4.02526595268121,-57060.1914835045,22.3959999999997,0.851041364061427,0.646175124100757,0.0999927151803117,0.011207248959522,-57085.446790775,50.510614541141,757,1.07587272424325e-11,3.67388506231019e-11
"ensembl_havana","gene","ENSG00000085832",16,"EPS15","ensembl_havana","protein_coding","EPS15; ENSG00000085832",FALSE,0.00320185631838161,0.413740097390969,9.85574791478109e-06,-46656.8816542304,24.2840000000001,0.460955661810235,0.416959962157325,0.122755727926889,0.0076793814819931,-46670.524459398,27.2856103352096,1084,1.18851590524827e-06,2.83423765227562e-06
"ensembl_havana","gene","ENSG00000162378",12,"ZYG11B","ensembl_havana","protein_coding","ZYG11B; ENSG00000162378",FALSE,0.00189076961286974,0.31650317645964,0.183129111240394,-40251.229614428,23.4380000000001,0.322526902224425,0.318407018063827,0.134819701633266,0.00593845968553418,-40259.6345663273,16.8099037985085,1369,0.00022375655631901,0.000422505988374464
"ensembl_havana","gene","ENSG00000116209",11,"TMEM59","ensembl_havana","protein_coding","TMEM59; ENSG00000116209",TRUE,0.00588221366508388,0.472646518948903,0.00513688073483971,-49912.964249144,23.4670000000001,0.521449874261233,0.478516957008841,0.147081425648023,0.0122922893949377,-49944.2386112002,62.548724112552,656,2.62012633811537e-14,1.03090206758421e-13
"ensembl_havana","gene","ENSG00000157216",15,"SSBP3","ensembl_havana","protein_coding","SSBP3; ENSG00000157216",FALSE,0.00443793895054459,0.368758512387074,8.4617735257809e-05,-44004.453601361,25.0630000000001,0.403351761782933,0.373200081641257,0.16516069571757,0.0118916965438392,-44034.5699552146,60.2327077071386,674,8.32667268468867e-14,3.19353841096739e-13
"ensembl_havana","gene","ENSG00000116133",11,"DHCR24","ensembl_havana","protein_coding","DHCR24; ENSG00000116133",FALSE,0.00616677930774028,0.420073316554642,2.55767409255076,-47152.3751396897,24.5799999999999,0.467696939997877,0.426257974907538,0.167905404288312,0.0144678536055212,-47194.8489674686,84.9476555577276,552,0,0
